"Item Id","Sold Date","Canceled Date","Completed Date","Item Title","Order Status","Shipped to State","Shipped from State","Item Price","Buyer Shipping Fee","Seller Shipping Fee","Mercari Selling Fee","Payment Processing Fee Charged To Seller","Shipping Adjustment Fee","Penalty Fee","Net Seller Proceeds","Sales Tax Charged to Buyer","Merchant Fees Charged to Buyer","Service Fee Charged to Buyer","Buyer Protection Charged to Buyer","Payment Processing Fee Charged to Buyer"
"m45340545386","04/16/2025","","04/22/2025","Bundle for violet","Completed","Washington","Virginia","11.00","0.73","0.00","1.17","0.00","0.00","0.00","9.83","1.25","0.00","0.00","0.42","0.00"
"m78124663303","04/17/2025","","04/22/2025","TREASURE Choi hyunsuk Pleasure hongdae offline lucky draw ver.A photocard","Completed","Maine","Virginia","8.00","0.73","0.00","0.87","0.00","0.00","0.00","7.13","0.46","0.00","0.00","0.31","0.00"
"m26999487202","04/17/2025","","05/01/2025","Seventeen Mingyu face the sun carat ver photocard","Completed","California","Virginia","6.00","0.73","0.00","0.67","0.00","0.00","0.00","5.33","0.61","0.00","0.00","0.24","0.00"
"m66358645778","04/20/2025","","04/30/2025","Bundle for Paula Cotton","Completed","Missouri","Virginia","13.00","0.73","0.00","1.37","0.00","0.00","0.00","11.63","1.12","0.00","0.00","0.49","0.00"
"m37750694868","04/22/2025","","04/29/2025","Itzy Cheshire yeji soundwave fansign paw photocard pob","Completed","Connecticut","Virginia","15.00","0.73","0.00","1.57","0.00","0.00","0.00","13.43","1.03","0.00","0.00","0.56","0.00"
"m91656043010","04/23/2025","","04/27/2025","Txt Yeonjun Ppulbatu Hwang Choon Rainbow Plush Keyring","Completed","Ohio","Virginia","38.00","5.39","0.00","4.33","0.00","0.00","0.00","33.67","2.92","0.00","0.00","1.56","0.00"
"m33316816027","04/23/2025","","04/29/2025","BSS teleparty Seungkwan YES24 exclusive photocard","Completed","California","Virginia","8.00","0.73","0.00","0.87","0.00","0.00","0.00","7.13","0.64","0.00","0.00","0.31","0.00"
"m96511128275","04/29/2025","","05/08/2025","TREASURE so junghwan Pleasure hongdae offline lucky draw ver.A photocard","Completed","New Jersey","Virginia","10.00","0.73","0.00","1.07","0.00","0.00","0.00","8.93","0.74","0.00","0.00","0.38","0.00"
"m60896346718","05/04/2025","","05/12/2025","TWS — Try With Us album shinyu photocard set","Completed","California","Virginia","20.00","0.73","0.00","2.07","0.00","0.00","0.00","17.93","1.81","0.00","0.00","0.74","0.00"
"m80011457199","05/07/2025","","05/13/2025","Aespa Ningning Girls Album Fansland Pob Fansign Photocard","Completed","Florida","Virginia","5.50","0.73","0.00","0.62","0.00","0.00","0.00","4.88","0.45","0.00","0.00","0.22","0.00"
"m73131745730","05/07/2025","","05/10/2025","Kickflip kyehoon mini1 album pb photocard set","Completed","Virginia","Virginia","8.00","0.73","0.00","0.87","0.00","0.00","0.00","7.13","0.44","0.00","0.00","0.31","0.00"
"m45905761255","05/09/2025","","05/17/2025","TWS — Try With Us album shinyu photocard set","Completed","California","Virginia","20.00","0.73","0.00","2.07","0.00","0.00","0.00","17.93","1.81","0.00","0.00","0.74","0.00"
"b94159704299","05/09/2025","","05/14/2025","Bundle for bustinjustin","Completed","California","Virginia","45.00","4.39","0.00","4.93","0.00","0.00","0.00","40.07","4.09","0.00","0.00","1.77","0.00"
"m83394274541","05/10/2025","","05/20/2025","TXT sanctuary savior version - yeonjun photocard set","Completed","Washington","Virginia","8.00","0.73","0.00","0.87","0.00","0.00","0.00","7.13","0.93","0.00","0.00","0.31","0.00"
"m45191353306","05/11/2025","","06/01/2025","say my name hitomi jumpup fansign photocard jp round 4 pob","Completed","New York","Virginia","16.00","0.73","0.00","1.67","0.00","0.00","0.00","14.33","1.54","0.00","0.00","0.60","0.00"
"m22467029471","05/12/2025","","05/21/2025","boynextdoor 19.99 ID cards set","Completed","California","Virginia","4.50","1.01","0.00","0.55","0.00","0.00","0.00","3.95","0.41","0.00","0.00","0.19","0.00"
"m95008722027","05/16/2025","","05/23/2025","meovv Anna My eyes open wide album Meovv ver. photocard pc","Completed","Pennsylvania","Virginia","10.00","0.73","0.00","1.07","0.00","0.00","0.00","8.93","0.67","0.00","0.00","0.38","0.00"
"m93835033954","05/16/2025","","05/22/2025","Meovv Ella My eyes open wide album orb ver. photocard pc","Completed","New York","Virginia","5.00","0.73","0.00","0.57","0.00","0.00","0.00","4.43","0.52","0.00","0.00","0.20","0.00"
"m30942638537","05/16/2025","","05/22/2025","Meovv Ella My eyes open wide album Grill ver. photocard pc","Completed","South Carolina","Virginia","5.00","0.73","0.00","0.57","0.00","0.00","0.00","4.43","0.47","0.00","0.00","0.20","0.00"
"m57869661956","05/16/2025","","05/27/2025","meovv Anna My eyes open wide album Grill ver. photocard pc","Completed","California","Virginia","5.00","0.73","0.00","0.57","0.00","0.00","0.00","4.43","0.49","0.00","0.00","0.20","0.00"
"m67379656394","05/16/2025","","05/22/2025","Meovv Ella My eyes open wide album orb ver. photocard pc","Completed","South Carolina","Virginia","5.00","0.73","0.00","0.57","0.00","0.00","0.00","4.43","0.47","0.00","0.00","0.20","0.00"
"m79512435295","05/17/2025","","05/25/2025","Meovv Sooin My eyes open wide album Orb ver. photocard pc","Completed","California","Virginia","5.00","0.73","0.00","0.57","0.00","0.00","0.00","4.43","0.51","0.00","0.00","0.20","0.00"
"b34561662972","05/17/2025","","05/22/2025","Bundle for cherry","Completed","Florida","Virginia","10.00","4.39","0.00","1.43","0.00","0.00","0.00","8.57","1.04","0.00","0.00","0.51","0.00"
"m30775661303","05/17/2025","","05/31/2025","Meovv Gawon My eyes open wide album orb ver. photocard pc","Completed","Florida","Virginia","5.00","0.73","0.00","0.57","0.00","0.00","0.00","4.43","0.42","0.00","0.00","0.20","0.00"
"m82363681006","05/17/2025","","05/25/2025","Txt Yeonjun Ppulbatu Hwang Choon Rainbow Plush Keyring","Completed","Michigan","Virginia","45.00","4.39","0.00","4.93","0.00","0.00","0.00","40.07","2.81","0.00","0.00","1.77","0.00"
"m24384663700","05/17/2025","","05/25/2025","Boynextdoor jaehyun No Genre album photocard pc","Completed","California","Virginia","8.00","0.73","0.00","0.87","0.00","0.00","0.00","7.13","0.73","0.00","0.00","0.31","0.00"
"m61903274408","05/18/2025","","05/25/2025","meovv Ella My eyes open wide album Meovv ver. photocard pc","Completed","California","Virginia","10.00","0.73","0.00","1.07","0.00","0.00","0.00","8.93","1.01","0.00","0.00","0.38","0.00"
"m90973865263","05/20/2025","05/21/2025","","Seventeen Wonwoo Heaven mini 11 photocard 5:26AM","Cancelled","Texas","Virginia","2.00","0.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m18071570314","05/21/2025","","05/28/2025","Kickflip minje mini1 preorder benefit photocard pb","Completed","New York","Virginia","5.00","0.73","0.00","0.57","0.00","0.00","0.00","4.43","0.53","0.00","0.00","0.20","0.00"
"m89144892876","05/21/2025","","05/27/2025","Meovv Gawon My eyes open wide album orb ver. photocard pc","Completed","Kentucky","Virginia","5.00","0.73","0.00","0.57","0.00","0.00","0.00","4.43","0.36","0.00","0.00","0.20","0.00"
"m96217849016","05/22/2025","","05/30/2025","Boynextdoor jaehyun No Genre album photocard pc","Completed","Texas","Virginia","8.00","0.73","0.00","0.87","0.00","0.00","0.00","7.13","0.75","0.00","0.00","0.31","0.00"
"m31750195847","05/22/2025","","05/30/2025","Boynextdoor jaehyun No Genre album photocard pc","Completed","Florida","Virginia","8.00","0.73","0.00","0.87","0.00","0.00","0.00","7.13","0.63","0.00","0.00","0.31","0.00"
"m77590756561","05/23/2025","","06/03/2025","Meovv Gawon My eyes open wide album Grill ver. photocard pc","Completed","California","Virginia","4.25","0.73","0.00","0.49","0.00","0.00","0.00","3.76","0.43","0.00","0.00","0.17","0.00"
"m14815809635","05/24/2025","","06/04/2025","Boynextdoor jaehyun No Genre album photocard pc","Completed","Florida","Virginia","10.00","0.73","0.00","1.07","0.00","0.00","0.00","8.93","0.72","0.00","0.00","0.38","0.00"
"m40464794128","05/28/2025","","06/03/2025","Boynextdoor jaehyun No Genre album photocard pc","Completed","Louisiana","Virginia","8.00","0.73","0.00","0.87","0.00","0.00","0.00","7.13","0.84","0.00","0.00","0.31","0.00"
"m98415936707","05/29/2025","","06/08/2025","Boynextdoor leehan No Genre album photocard pc","Completed","California","Virginia","9.00","0.73","0.00","0.97","0.00","0.00","0.00","8.03","0.82","0.00","0.00","0.35","0.00"
"m65949392493","05/29/2025","","06/19/2025","riize ever riize merch anton exclusive photocard everland","Completed","Connecticut","Virginia","13.00","0.73","0.00","1.37","0.00","0.00","0.00","11.63","0.90","0.00","0.00","0.49","0.00"
"m62945972027","05/30/2025","","06/12/2025","TXT yeonjun soobin unit yeonbin temptation lucky draw photocard","Completed","Michigan","Virginia","22.80","0.73","0.00","2.35","0.00","0.00","0.00","20.45","1.42","0.00","0.00","0.84","0.00"
"m12832695819","05/31/2025","","06/08/2025","Kickflip amaru mini1 offline lucky draw photocard","Completed","New York","Virginia","5.00","0.73","0.00","0.57","0.00","0.00","0.00","4.43","0.47","0.00","0.00","0.20","0.00"
"m24146818733","05/31/2025","","06/11/2025","TWS mini3 Try With Us album youngjae photocard pc","Completed","Oregon","Virginia","7.00","0.73","0.00","0.77","0.00","0.00","0.00","6.23","0.00","0.00","0.00","0.27","0.00"
"m99627563251","05/31/2025","","06/09/2025","Boynextdoor leehan No Genre album photocard pc","Completed","Louisiana","Virginia","10.00","0.73","0.00","1.07","0.00","0.00","0.00","8.93","1.03","0.00","0.00","0.38","0.00"
"b67322413034","06/01/2025","","06/11/2025","Bundle for lena luo","Completed","Illinois","Virginia","8.00","4.39","0.00","1.23","0.00","0.00","0.00","6.77","1.32","0.00","0.00","0.44","0.00"
"b52500642441","06/02/2025","","06/09/2025","Bundle for madi","Completed","Massachusetts","Virginia","18.70","4.39","0.00","2.30","0.00","0.00","0.00","16.40","1.22","0.00","0.00","0.83","0.00"
"m20238951401","06/04/2025","","06/10/2025","illit moka super real me KMStation fansign photocard","Completed","Texas","Virginia","12.00","0.73","0.00","1.27","0.00","0.00","0.00","10.73","1.09","0.00","0.00","0.45","0.00"
"m46048666469","06/04/2025","","06/14/2025","MEOVV Gawon My Eyes Open Wide barnes and noble exclusive photocard","Completed","Washington","Virginia","25.00","0.73","0.00","2.57","0.00","0.00","0.00","22.43","2.72","0.00","0.00","0.92","0.00"
"m23318192348","06/05/2025","","06/12/2025","Seventeen happy burstday hoshi id photocard pc","Completed","California","Virginia","4.00","0.73","0.00","0.47","0.00","0.00","0.00","3.53","0.36","0.00","0.00","0.17","0.00"
"m58519789799","06/05/2025","","06/17/2025","Seventeen happy burstday Wonwoo album photocard pc","Completed","California","Virginia","10.00","0.73","0.00","1.07","0.00","0.00","0.00","8.93","0.95","0.00","0.00","0.38","0.00"
"m12731413123","06/07/2025","","06/19/2025","Meovv Gawon My eyes open wide album Grill ver. photocard pc","Completed","California","Virginia","3.00","0.73","0.00","0.37","0.00","0.00","0.00","2.63","0.33","0.00","0.00","0.13","0.00"
"m51130576046","06/07/2025","","06/17/2025","Meovv Gawon My eyes open wide album orb ver. photocard pc","Completed","California","Virginia","4.00","0.73","0.00","0.47","0.00","0.00","0.00","3.53","0.44","0.00","0.00","0.17","0.00"
"m85784129332","06/08/2025","","06/15/2025","Itzy Gold Yuna makestar Ms exclusive POB Photocard","Completed","Illinois","Virginia","11.70","0.73","0.00","1.24","0.00","0.00","0.00","10.46","1.32","0.00","0.00","0.44","0.00"
"m49727151405","06/10/2025","","06/16/2025","Seventeen Jun happy burstday album photocard pc","Completed","New York","Virginia","2.90","0.73","0.00","0.36","0.00","0.00","0.00","2.54","0.32","0.00","0.00","0.13","0.00"
"m61058360503","06/11/2025","","06/17/2025","BOYNEXTDOOR Jaehyun Birthday Photo Set Brand New only opened","Completed","Texas","Virginia","21.66","1.01","0.00","2.26","0.00","0.00","0.00","19.40","1.94","0.00","0.00","0.81","0.00"
"m16771925328","06/11/2025","","06/17/2025","Kickflip amaru mini1 offline lucky draw photocard","Completed","Georgia","Virginia","5.00","0.73","0.00","0.57","0.00","0.00","0.00","4.43","0.42","0.00","0.00","0.20","0.00"
"m17001350207","06/11/2025","","06/18/2025","Seventeen happy burstday wonwoo id photocard pc","Completed","California","Virginia","10.00","0.73","0.00","1.07","0.00","0.00","0.00","8.93","1.06","0.00","0.00","0.38","0.00"
"m49774691514","06/11/2025","","06/22/2025","Seventeen happy burstday Mingyu album photocard pc","Completed","Wisconsin","Virginia","10.00","0.73","0.00","1.07","0.00","0.00","0.00","8.93","0.61","0.00","0.00","0.38","0.00"
"m78176129148","06/11/2025","","06/22/2025","kickflip Kyehoon mini1 flip it kick it ID card","Completed","Oklahoma","Virginia","3.00","0.73","0.00","0.37","0.00","0.00","0.00","2.63","0.32","0.00","0.00","0.13","0.00"
"m54598299853","06/12/2025","","06/23/2025","TWS Shinyu photocard Sparking Blue","Completed","Missouri","Virginia","7.20","0.73","0.00","0.79","0.00","0.00","0.00","6.41","0.51","0.00","0.00","0.28","0.00"
"m85724503358","06/12/2025","","06/23/2025","Enhypen jungwon desire:unleash mine ver. album photocard pc","Completed","New York","Virginia","12.00","0.73","0.00","1.27","0.00","0.00","0.00","10.73","1.14","0.00","0.00","0.45","0.00"
"m45584373265","06/13/2025","","06/20/2025","Enhypen Heeseung Desire:Unleash Make Version Album Photocard pc","Completed","Texas","Virginia","10.00","0.73","0.00","1.07","0.00","0.00","0.00","8.93","0.92","0.00","0.00","0.38","0.00"
"m42818131390","06/13/2025","","06/25/2025","Enhypen Sunghoon Desire:Unleash You Version Album Photocard pc","Completed","California","Virginia","18.00","0.73","0.00","1.87","0.00","0.00","0.00","16.13","1.45","0.00","0.00","0.67","0.00"
"m26956076133","06/14/2025","","06/25/2025","Seventeen happy burstday Joshua album photocard pc","Completed","Arizona","Virginia","5.00","0.73","0.00","0.57","0.00","0.00","0.00","4.43","0.45","0.00","0.00","0.20","0.00"
"m88105578584","06/14/2025","","06/23/2025","Enhypen Sunghoon Desire:Unleash Make Version Album Photocard pc","Completed","Ohio","Virginia","9.00","0.73","0.00","0.97","0.00","0.00","0.00","8.03","0.68","0.00","0.00","0.35","0.00"
"m67314084057","06/15/2025","","06/26/2025","Enhypen Sunghoon Desire:Unleash Make Version Album Photocard pc","Completed","Oregon","Virginia","10.00","0.73","0.00","1.07","0.00","0.00","0.00","8.93","0.00","0.00","0.00","0.38","0.00"
"m64861073871","06/15/2025","","06/22/2025","MEOVV Gawon My Eyes Open Wide barnes and noble exclusive photocard","Completed","New Jersey","Virginia","20.00","0.73","0.00","2.07","0.00","0.00","0.00","17.93","1.42","0.00","0.00","0.74","0.00"
"b52244334439","06/15/2025","","06/21/2025","Bundle for Nise <3","Completed","California","Virginia","27.00","4.39","0.00","3.13","0.00","0.00","0.00","23.87","2.22","0.00","0.00","1.13","0.00"
"m60763437771","06/15/2025","","06/24/2025","Enhypen Heeseung Desire:Unleash Make Version Album Photocard pc","Completed","California","Virginia","12.00","0.73","0.00","1.27","0.00","0.00","0.00","10.73","1.09","0.00","0.00","0.45","0.00"
"m13980889989","06/16/2025","","06/24/2025","For Katie D","Completed","Massachusetts","Virginia","6.00","0.73","0.00","0.67","0.00","0.00","0.00","5.33","0.39","0.00","0.00","0.24","0.00"
"m11424154042","06/17/2025","","06/23/2025","Enhypen Heeseung Desire:Unleash You Version Album Photocard pc","Completed","Minnesota","Virginia","18.00","0.73","0.00","1.87","0.00","0.00","0.00","16.13","1.62","0.00","0.00","0.67","0.00"
"m77599939949","06/17/2025","","06/27/2025","Meovv Gawon My eyes open wide album Grill ver. photocard pc","Completed","Ohio","Virginia","3.00","0.73","0.00","0.37","0.00","0.00","0.00","2.63","0.25","0.00","0.00","0.13","0.00"
"m45363331803","06/17/2025","","06/26/2025","Enhypen Sunghoon Desire:Unleash You Version Album Photocard pc","Completed","Texas","Virginia","15.00","0.73","0.00","1.57","0.00","0.00","0.00","13.43","1.34","0.00","0.00","0.56","0.00"
"m47450682842","06/18/2025","","06/26/2025","RIIZE DICON Version B Photocard WONBIN","Completed","Illinois","Virginia","30.00","0.73","0.00","3.07","0.00","0.00","0.00","26.93","2.94","0.00","0.00","1.10","0.00"
"m67751167789","06/18/2025","","07/02/2025","Enhypen Heeseung Desire:Unleash Make Version Album Photocard pc","Completed","New Hampshire","Virginia","9.00","0.73","0.00","0.97","0.00","0.00","0.00","8.03","0.00","0.00","0.00","0.35","0.00"
"m73834031290","06/18/2025","","06/26/2025","TWS mini3 Try With Us album youngjae photocard pc","Completed","New York","Virginia","6.30","0.73","0.00","0.70","0.00","0.00","0.00","5.60","0.65","0.00","0.00","0.25","0.00"
"m26010294322","06/18/2025","","07/01/2025","Enhypen Niki Desire:Unleash Make Version Album Photocard pc desire unleash","Completed","North Carolina","Virginia","5.00","0.73","0.00","0.57","0.00","0.00","0.00","4.43","0.43","0.00","0.00","0.20","0.00"
"m92713286492","06/18/2025","","06/30/2025","BOYNEXTDOOR No Genre Leehan and Woonhak Unit Photocard","Completed","California","Virginia","3.90","0.73","0.00","0.46","0.00","0.00","0.00","3.44","0.38","0.00","0.00","0.16","0.00"
"m23837184986","06/18/2025","","06/25/2025","BOYNEXTDOOR No Genre Jaehyun and Riwoo Unit Photocard","Completed","Virginia","Virginia","3.60","0.73","0.00","0.43","0.00","0.00","0.00","3.17","0.23","0.00","0.00","0.15","0.00"
"m54796112249","06/19/2025","","07/03/2025","meovv Anna My eyes open wide album Grill ver. photocard pc","Completed","California","Virginia","4.00","0.73","0.00","0.47","0.00","0.00","0.00","3.53","0.36","0.00","0.00","0.17","0.00"
"m61248338505","06/19/2025","","06/30/2025","Enhypen Heeseung Desire Unleash Mine Ver. Album Photocard pc","Completed","Texas","Virginia","10.00","0.73","0.00","1.07","0.00","0.00","0.00","8.93","0.92","0.00","0.00","0.38","0.00"
"m12758360316","06/19/2025","","08/03/2025","Enhypen Sunghoon Desire:Unleash You Version Album Photocard pc","Completed","California","Virginia","15.00","0.73","0.00","1.57","0.00","0.00","0.00","13.43","1.46","0.00","0.00","0.56","0.00"
"m64759911023","06/20/2025","","06/27/2025","Seventeen Hoshi happy burstday album photocard pc","Completed","Texas","Virginia","4.00","0.73","0.00","0.47","0.00","0.00","0.00","3.53","0.40","0.00","0.00","0.17","0.00"
"b78864766708","06/21/2025","","06/29/2025","Bundle for Kiyomi!","Completed","Alabama","Virginia","30.00","4.39","0.00","3.43","0.00","0.00","0.00","26.57","1.25","0.00","0.00","1.23","0.00"
"m26711119720","06/21/2025","","06/27/2025","Enhypen Heeseung Desire:Unleash You Version Album Photocard pc","Completed","South Carolina","Virginia","18.00","0.73","0.00","1.87","0.00","0.00","0.00","16.13","1.36","0.00","0.00","0.67","0.00"
"m95407432939","06/21/2025","","06/29/2025","IDLE G-(I)DLE WE ARE soyeon target photocard","Completed","California","Virginia","8.00","0.73","0.00","0.87","0.00","0.00","0.00","7.13","0.64","0.00","0.00","0.31","0.00"
"m18153385313","06/21/2025","","07/01/2025","Enhypen Heeseung Desire:Unleash You Version Album Photocard pc","Completed","Ohio","Virginia","18.00","0.73","0.00","1.87","0.00","0.00","0.00","16.13","1.41","0.00","0.00","0.67","0.00"
"m77257493824","06/21/2025","","07/10/2025","Enhypen Sunghoon Desire Unleash Mine Ver. Album Photocard Set 2pcs","Completed","Florida","Virginia","20.00","0.73","0.00","2.07","0.00","0.00","0.00","17.93","1.50","0.00","0.00","0.74","0.00"
"m87529493298","06/21/2025","","06/25/2025","nmixx haewon expergo lmlt everline lucky draw photocard","Completed","District Of Columbia","Virginia","15.00","0.73","0.00","1.57","0.00","0.00","0.00","13.43","0.98","0.00","0.00","0.56","0.00"
"m96823009378","06/21/2025","","06/28/2025","Enhypen Sunoo Desire:Unleash Make Version Album Photocard pc","Completed","Tennessee","Virginia","5.00","0.73","0.00","0.57","0.00","0.00","0.00","4.43","0.58","0.00","0.00","0.20","0.00"
"m99320160845","06/22/2025","","07/01/2025","Vernon Seventeen 7th mini album mini7 HENG:GARAE NET ver. photocard set","Completed","California","Virginia","8.10","0.73","0.00","0.88","0.00","0.00","0.00","7.22","0.82","0.00","0.00","0.31","0.00"
"m32550567990","06/22/2025","","07/01/2025","ENHYPEN - Desire: Unleash (Engene ver.) - Niki photocard set","Completed","Alabama","Virginia","11.00","0.73","0.00","1.17","0.00","0.00","0.00","9.83","0.46","0.00","0.00","0.42","0.00"
"m23243804986","06/23/2025","","07/01/2025","Seventeen happy burstday Wonwoo album photocard pc","Completed","Texas","Virginia","8.00","0.73","0.00","0.87","0.00","0.00","0.00","7.13","0.75","0.00","0.00","0.31","0.00"
"m19233766146","06/23/2025","","07/01/2025","BOYNEXTDOOR No Genre Jaehyun and Riwoo Unit Photocard","Completed","Arizona","Virginia","3.90","0.73","0.00","0.46","0.00","0.00","0.00","3.44","0.26","0.00","0.00","0.16","0.00"
"m35171623721","06/25/2025","","07/04/2025","SEALED KickFlip 1st album Trainee Ver.","Completed","California","Virginia","18.00","4.99","0.00","2.29","0.00","0.00","0.00","15.71","1.69","0.00","0.00","0.82","0.00"
"m85782114233","06/25/2025","","06/30/2025","Meovv Narin My eyes open wide album Orb ver. photocard pc","Completed","Virginia","Virginia","3.00","0.73","0.00","0.37","0.00","0.00","0.00","2.63","0.17","0.00","0.00","0.13","0.00"
"m51267359506","06/26/2025","","07/10/2025","It’s for DevilDevon77","Completed","California","Virginia","11.00","0.73","0.00","1.17","0.00","0.00","0.00","9.83","1.17","0.00","0.00","0.42","0.00"
"m94148841777","06/27/2025","","07/08/2025","Twinkle Twinkle Be A Little Star Series Plush Pendant (Haircut) SEALED","Completed","California","Virginia","30.00","0.00","0.00","3.00","0.00","0.00","0.00","27.00","3.03","0.00","0.00","1.08","0.00"
"m24876252478","06/28/2025","","07/07/2025","ILLIT Iroha Star Bomb Ver. Album Photocard","Completed","Georgia","Virginia","8.00","0.73","0.00","0.87","0.00","0.00","0.00","7.13","0.63","0.00","0.00","0.31","0.00"
"m79237710894","06/28/2025","","07/05/2025","Meovv Sooin My eyes open wide album Kpop Nara exclusive Grill ver. photocard pc","Completed","Massachusetts","Virginia","38.00","0.73","0.00","3.87","0.00","0.00","0.00","34.13","2.46","0.00","0.00","1.39","0.00"
"m52723217576","06/29/2025","","07/09/2025","Kickflip Donghwa mini1 starriver photocard pb","Completed","California","Virginia","20.00","0.73","0.00","2.07","0.00","0.00","0.00","17.93","2.02","0.00","0.00","0.74","0.00"
"m83609888792","06/29/2025","06/30/2025","","Enhypen Heeseung Desire:Unleash You Version Album Photocard pc","Cancelled","California","Virginia","18.00","0.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m79197936829","06/30/2025","","07/08/2025","Kickflip keiju mini1 album pb photocard pob","Completed","Pennsylvania","Virginia","3.60","0.73","0.00","0.43","0.00","0.00","0.00","3.17","0.27","0.00","0.00","0.15","0.00"
"b39177087950","06/30/2025","","07/08/2025","Bundle for alannahinpink","Completed","California","Virginia","49.05","4.39","0.00","5.34","0.00","0.00","0.00","43.71","4.40","0.00","0.00","1.92","0.00"
"m28965522823","06/30/2025","","07/12/2025","Txt Sanctuary Soobin Barnes & Noble Exclusive pc b&n pob","Completed","California","Virginia","12.00","0.73","0.00","1.27","0.00","0.00","0.00","10.73","0.96","0.00","0.00","0.45","0.00"
"m33445011520","06/30/2025","","07/12/2025","Seventeen happy burstday Hoshi album photocard pc","Completed","California","Virginia","3.00","0.73","0.00","0.37","0.00","0.00","0.00","2.63","0.31","0.00","0.00","0.13","0.00"
"m34901624246","07/01/2025","","07/14/2025","ILLIT Yunah Target Exclusive Photocard","Completed","New York","Virginia","9.00","0.73","0.00","0.97","0.00","0.00","0.00","8.03","0.89","0.00","0.00","0.35","0.00"
"m30201356552","07/01/2025","","07/09/2025","ILLIT Yunah Magic Bomb Ver. Album Photocard","Completed","North Carolina","Virginia","4.00","0.73","0.00","0.47","0.00","0.00","0.00","3.53","0.34","0.00","0.00","0.17","0.00"
"m83609888792","07/01/2025","","07/15/2025","Enhypen Heeseung Desire:Unleash You Version Album Photocard pc","Completed","Illinois","Virginia","18.00","0.73","0.00","1.87","0.00","0.00","0.00","16.13","1.84","0.00","0.00","0.67","0.00"
"m14172278955","07/01/2025","","07/12/2025","Aespa Dirty Work Album Dirty Case","Completed","California","Virginia","4.00","4.99","0.00","0.89","0.00","0.00","0.00","3.11","0.43","0.00","0.00","0.32","0.00"
"m47219383246","07/01/2025","","07/09/2025","List for lu_otz","Completed","Texas","Virginia","11.00","0.73","0.00","1.17","0.00","0.00","0.00","9.83","1.00","0.00","0.00","0.42","0.00"
"m41594507642","07/01/2025","","07/10/2025","ILLIT Wonhee BOMB Pink Bomb Ver. Album Photocard","Completed","California","Virginia","10.00","0.73","0.00","1.07","0.00","0.00","0.00","8.93","0.93","0.00","0.00","0.38","0.00"
"m99001632609","07/02/2025","","07/12/2025","ILLIT Moka Pink Bomb Ver. Album Photocard","Completed","California","Virginia","8.00","0.73","0.00","0.87","0.00","0.00","0.00","7.13","0.73","0.00","0.00","0.31","0.00"
"m10211079116","07/02/2025","","07/10/2025","For shipping fee","Completed","Florida","Virginia","1.00","0.00","0.73","0.10","0.00","0.00","0.00","0.17","0.07","0.00","0.00","0.03","0.00"
"m11326509503","07/03/2025","","07/15/2025","ILLIT Yunah Magic Bomb Ver. Album Photocard","Completed","Alabama","Virginia","6.00","0.73","0.00","0.67","0.00","0.00","0.00","5.33","0.25","0.00","0.00","0.24","0.00"
"m32933290003","07/03/2025","","07/11/2025","Enhypen Heeseung Desire:Unleash You Version Album Photocard pc","Completed","Illinois","Virginia","18.00","0.73","0.00","1.87","0.00","0.00","0.00","16.13","1.99","0.00","0.00","0.67","0.00"
"m68798530931","07/03/2025","","07/14/2025","Aespa Dirty Work Album Dirty Case","Completed","California","Virginia","4.00","4.99","0.00","0.89","0.00","0.00","0.00","3.11","0.44","0.00","0.00","0.32","0.00"
"m78714957010","07/03/2025","","07/10/2025","Kickflip juwang mini1 jyp preorder exclusive photocard","Completed","Missouri","Virginia","7.50","0.73","0.00","0.82","0.00","0.00","0.00","6.68","0.67","0.00","0.00","0.29","0.00"
"m62112559479","07/04/2025","","07/10/2025","TXT Sanctuary taehyun Official Pop Up ppulbatu photocard","Completed","Indiana","Virginia","25.00","0.73","0.00","2.57","0.00","0.00","0.00","22.43","1.87","0.00","0.00","0.92","0.00"
"m99154056303","07/04/2025","","07/13/2025","Aespa Dirty Work Album Dirty Case","Completed","Arizona","Virginia","3.50","4.99","0.00","0.84","0.00","0.00","0.00","2.66","0.35","0.00","0.00","0.30","0.00"
"m85240518248","07/05/2025","","07/10/2025","Aespa Dirty Work Album Dirty Case","Completed","Massachusetts","Virginia","4.00","4.99","0.00","0.89","0.00","0.00","0.00","3.11","0.27","0.00","0.00","0.32","0.00"
"m61766072951","07/05/2025","","07/11/2025","Aespa Karina Dirty Work Dirty Case Version Official Photocard","Completed","Utah","Virginia","12.00","0.73","0.00","1.27","0.00","0.00","0.00","10.73","1.05","0.00","0.00","0.45","0.00"
"m35697174733","07/05/2025","","07/13/2025","illit moka super real me KMStation fansign photocard","Completed","California","Virginia","9.00","0.73","0.00","0.97","0.00","0.00","0.00","8.03","0.72","0.00","0.00","0.35","0.00"
"m19916342837","07/06/2025","","07/18/2025","Aespa Dirty Work Album Dirty Case","Completed","New Hampshire","Virginia","4.00","4.99","0.00","0.89","0.00","0.00","0.00","3.11","0.00","0.00","0.00","0.32","0.00"
