"Item Id","Sold Date","Canceled Date","Completed Date","Item Title","Order Status","Shipped to State","Shipped from State","Item Price","Buyer Shipping Fee","Seller Shipping Fee","Mercari Selling Fee","Payment Processing Fee Charged To Seller","Shipping Adjustment Fee","Penalty Fee","Net Seller Proceeds","Sales Tax Charged to Buyer","Merchant Fees Charged to Buyer","Service Fee Charged to Buyer","Buyer Protection Charged to Buyer","Payment Processing Fee Charged to Buyer"
"m85803526009","10/19/2025","","10/24/2025","hearts2hearts Yeon The Chase kakaotalk kkt pob photocard pre-order pc","Completed","North Carolina","Virginia","9.00","0.74","0.00","0.97","0.00","0.00","0.00","8.03","0.68","0.00","0.00","0.35","0.00"
"m94813444729","10/19/2025","","10/23/2025","IVE I AM Liz Soundwave Lucky Draw Bunny photocard","Completed","Virginia","Virginia","6.00","0.74","0.00","0.67","0.00","0.00","0.00","5.33","0.37","0.00","0.00","0.24","0.00"
"m94857531201","10/20/2025","","10/24/2025","ILLIT Iroha mini3 Bomb yizhiyu fansign photocard","Completed","Minnesota","Virginia","17.50","0.74","0.00","1.82","0.00","0.00","0.00","15.68","1.61","0.00","0.00","0.65","0.00"
"m96601359805","10/20/2025","","10/25/2025","Aespa Winter aespa week come to my illusion pop up random trading photocard pc","Completed","Colorado","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.86","0.00","0.00","0.31","0.00"
"m91375323803","10/21/2025","","10/26/2025","TXT ACT: TOMORROW US world tour OT5 Star Confetti","Completed","Florida","Virginia","5.00","0.74","0.00","0.57","0.00","0.00","0.00","4.43","0.42","0.00","0.00","0.20","0.00"
"m72334807748","10/22/2025","","10/27/2025","Cortis Keonho Color outside the lines Scene 3 album photocard","Completed","New York","Virginia","12.00","0.74","0.00","1.27","0.00","0.00","0.00","10.73","1.15","0.00","0.00","0.45","0.00"
"m70639915457","10/22/2025","","10/27/2025","Txt Soobin Sanctuary Knight license id album photocard","Completed","New Jersey","Virginia","3.00","0.74","0.00","0.37","0.00","0.00","0.00","2.63","0.26","0.00","0.00","0.13","0.00"
"m66236386495","10/22/2025","","10/26/2025","BABYMONSTER Ahyeon MV Behind Photo Puzzle Photocard Set 2pcs","Completed","Pennsylvania","Virginia","25.00","0.74","0.00","2.57","0.00","0.00","0.00","22.43","1.60","0.00","0.00","0.92","0.00"
"m27483871015","10/22/2025","","10/25/2025","BABYMONSTER Ahyeon MV Behind Photo Package Photocard Set 2pcs","Completed","Pennsylvania","Virginia","22.00","0.00","0.00","2.20","0.00","0.00","0.00","19.80","1.37","0.00","0.00","0.79","0.00"
"m29965234019","10/22/2025","","10/28/2025","TXT Soobin Sanctuary Knight ver. photocard","Completed","Utah","Virginia","6.00","0.74","0.00","0.67","0.00","0.00","0.00","5.33","0.46","0.00","0.00","0.24","0.00"
"m47502606162","10/22/2025","","10/27/2025","Netflix Stranger Things YuMe Upside Down Capsule Series 3 Dustin figure","Completed","Florida","Virginia","15.00","4.59","0.00","1.95","0.00","0.00","0.00","13.05","1.42","0.00","0.00","0.70","0.00"
"m37663071143","10/22/2025","","10/29/2025","Kickflip kyehoon mini1 bdm bluedreammedia offline lucky draw photocard","Completed","Indiana","Virginia","9.00","0.74","0.00","0.97","0.00","0.00","0.00","8.03","0.71","0.00","0.00","0.35","0.00"
"m87253834430","10/22/2025","","10/24/2025","Bundle for Josie","Completed","Virginia","Virginia","8.50","4.59","0.00","1.30","0.00","0.00","0.00","7.20","0.54","0.00","0.00","0.47","0.00"
"m56173011380","10/23/2025","","10/29/2025","ENHYPEN - Desire: Unleash (Engene ver.) - Sunghoon photocard","Completed","California","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.65","0.00","0.00","0.31","0.00"
"m21626388771","10/23/2025","","10/27/2025","Enhypen Sunoo desire : unleash withmuu lucky draw photocard","Completed","Georgia","Virginia","11.40","0.74","0.00","1.21","0.00","0.00","0.00","10.19","1.01","0.00","0.00","0.43","0.00"
"m51311085404","10/23/2025","","10/29/2025","meovv Anna My eyes open wide album Grill ver. photocard pc","Completed","Illinois","Virginia","3.50","0.74","0.00","0.42","0.00","0.00","0.00","3.08","0.45","0.00","0.00","0.15","0.00"
"m65635121886","10/23/2025","","10/28/2025","Netflix Stranger Things YuMe Upside Down Capsule Series 3 Mike figure","Completed","California","Virginia","12.40","4.59","0.00","1.69","0.00","0.00","0.00","10.71","1.33","0.00","0.00","0.61","0.00"
"m31889162084","10/24/2025","","10/30/2025","TXT Soobin Thursday’s child album photocard tomorrowxtogether","Completed","New York","Virginia","6.00","0.74","0.00","0.67","0.00","0.00","0.00","5.33","0.62","0.00","0.00","0.24","0.00"
"m64724857632","10/24/2025","","11/09/2025","Cortis keonho Color outside the lines Barnes and Noble exclusive photocard","Completed","Massachusetts","Virginia","28.00","0.74","0.00","2.87","0.00","0.00","0.00","25.13","1.81","0.00","0.00","1.03","0.00"
"m61884501440","10/24/2025","10/24/2025","","Aespa Winter Dirty Work Case Version Official Photocard","Cancelled","Pennsylvania","Virginia","4.50","0.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"b42476295083","10/24/2025","","10/29/2025","Bundle for eric","Completed","California","Virginia","9.50","1.32","0.00","1.08","0.00","0.00","0.00","8.42","0.96","0.00","0.00","0.38","0.00"
"m46276316745","10/24/2025","","10/31/2025","Itzy Gold Ryujin makestar Ms exclusive fansign Photocard","Completed","New York","Virginia","11.40","0.74","0.00","1.21","0.00","0.00","0.00","10.19","1.08","0.00","0.00","0.43","0.00"
"m36524398496","10/25/2025","","11/02/2025","BOYNEXTDOOR jaehyun the action album photocard","Completed","Virginia","Virginia","13.00","0.74","0.00","1.37","0.00","0.00","0.00","11.63","0.81","0.00","0.00","0.49","0.00"
"m14469253851","10/26/2025","","11/02/2025","Newjeans njz Hyein OMG Weverse pob exclusive photocard pc","Completed","Texas","Virginia","4.00","0.74","0.00","0.47","0.00","0.00","0.00","3.53","0.41","0.00","0.00","0.17","0.00"
"m66894788827","10/26/2025","","10/31/2025","Cortis Martin Color outside the lines US general market photocard","Completed","Mississippi","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.63","0.00","0.00","0.31","0.00"
"b61637227183","10/26/2025","","11/02/2025","Bundle for daniela15","Completed","Washington","Virginia","6.00","1.32","0.00","0.73","0.00","0.00","0.00","5.27","0.75","0.00","0.00","0.26","0.00"
"m59673374556","10/27/2025","","11/01/2025","Newjeans njz Haerin OMG Weverse pob exclusive photocard pc","Completed","Illinois","Virginia","5.00","0.74","0.00","0.57","0.00","0.00","0.00","4.43","0.61","0.00","0.00","0.20","0.00"
"m78628130579","10/27/2025","","10/31/2025","Saymyname soha 2nd Album Starlikemusic fansign photocard","Completed","North Carolina","Virginia","7.00","0.74","0.00","0.77","0.00","0.00","0.00","6.23","0.56","0.00","0.00","0.27","0.00"
"m13284411860","10/28/2025","","11/04/2025","meovv My eyes open vvide album Grill ver. photocard set","Completed","New York","Virginia","15.00","1.32","0.00","1.63","0.00","0.00","0.00","13.37","1.50","0.00","0.00","0.58","0.00"
"m97168470364","10/28/2025","","11/06/2025","Boynextdoor The Action Taesan Target exclusive","Completed","California","Virginia","30.00","0.74","0.00","3.07","0.00","0.00","0.00","26.93","3.03","0.00","0.00","1.10","0.00"
"m61815198823","10/29/2025","","11/04/2025","Seventeen Seventeenth Heaven Hoshi Yizhiyu 3.0 POB PC","Completed","Oklahoma","Virginia","14.00","0.74","0.00","1.47","0.00","0.00","0.00","12.53","1.30","0.00","0.00","0.53","0.00"
"m33380652199","10/29/2025","","11/04/2025","The Boyz Sunwoo Unexpected Hello82 Sob PC","Completed","Texas","Virginia","11.00","0.74","0.00","1.17","0.00","0.00","0.00","9.83","1.00","0.00","0.00","0.42","0.00"
"m63098405194","10/29/2025","","11/04/2025","HEARTS2HEARTS FOCUS 1st mini album UNOPENED","Completed","California","Virginia","18.00","4.59","0.00","2.25","0.00","0.00","0.00","15.75","1.98","0.00","0.00","0.81","0.00"
"m74246884085","10/29/2025","","11/04/2025","Netflix Stranger Things YuMe Upside Down Capsule Series 3 Robin figure","Completed","Arizona","Virginia","18.00","4.59","0.00","2.25","0.00","0.00","0.00","15.75","1.73","0.00","0.00","0.81","0.00"
"m48080962157","10/29/2025","","11/09/2025","TWS Dohoon Play Hard album Hard Mode version Photocard pc","Completed","Illinois","Virginia","12.00","0.74","0.00","1.27","0.00","0.00","0.00","10.73","1.35","0.00","0.00","0.45","0.00"
"m96202597604","10/29/2025","","11/03/2025","List for DDK","Completed","California","Virginia","2.50","4.59","0.00","0.70","0.00","0.00","0.00","1.80","0.24","0.00","0.00","0.25","0.00"
"m92593132773","10/29/2025","","11/03/2025","HEARTS2HEARTS FOCUS 1st mini album group album photocard pc","Completed","New Jersey","Virginia","5.00","0.74","0.00","0.57","0.00","0.00","0.00","4.43","0.39","0.00","0.00","0.20","0.00"
"m33415658619","10/29/2025","","11/03/2025","CxM Seventeen Unit Photocard Combi Ver pc","Completed","Michigan","Virginia","2.50","0.74","0.00","0.32","0.00","0.00","0.00","2.18","0.16","0.00","0.00","0.11","0.00"
"m73803900853","10/29/2025","","11/10/2025","TWS Dohoon Play Hard album Play Mode version Photocard pc","Completed","Illinois","Virginia","13.00","0.74","0.00","1.37","0.00","0.00","0.00","11.63","1.46","0.00","0.00","0.49","0.00"
"m15952706844","10/29/2025","","11/02/2025","HEARTS2HEARTS FOCUS 1st mini album group album photocard pc","Completed","North Carolina","Virginia","5.00","0.74","0.00","0.57","0.00","0.00","0.00","4.43","0.43","0.00","0.00","0.20","0.00"
"m31281580391","10/30/2025","","11/04/2025","HEARTS2HEARTS FOCUS 1st mini album UNOPENED","Completed","Arizona","Virginia","18.00","4.59","0.00","2.25","0.00","0.00","0.00","15.75","1.64","0.00","0.00","0.81","0.00"
"m58924585227","10/31/2025","","11/04/2025","Netflix Stranger Things YuMe Upside Down Capsule Series 3 Dustin figure","Completed","North Carolina","Virginia","14.00","4.59","0.00","1.85","0.00","0.00","0.00","12.15","1.40","0.00","0.00","0.66","0.00"
"m97041274149","11/01/2025","","11/06/2025","Kickflip keiju mini1 preorder benefit photocard pb","Completed","Texas","Virginia","4.00","0.74","0.00","0.47","0.00","0.00","0.00","3.53","0.41","0.00","0.00","0.17","0.00"
"m68787429113","11/01/2025","","11/08/2025","HEARTS2HEARTS FOCUS 1st mini album set","Completed","Louisiana","Virginia","15.00","4.59","0.00","1.95","0.00","0.00","0.00","13.05","2.13","0.00","0.00","0.70","0.00"
"m67359341753","11/01/2025","11/01/2025","","hearts2hearts Carmen Stella Unit The Chase album unit photocard pc","Cancelled","North Carolina","Virginia","4.00","0.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m77014952632","11/01/2025","","11/06/2025","HEARTS2HEARTS FOCUS 1st mini album ian album photocard pc","Completed","Virginia","Virginia","13.50","0.74","0.00","1.42","0.00","0.00","0.00","12.08","0.84","0.00","0.00","0.51","0.00"
"m55773215208","11/01/2025","","11/07/2025","Closeyoureyes majingxiang eternalt ny music nanyi Fansign exclusive photocard pc","Completed","West Virginia","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.54","0.00","0.00","0.31","0.00"
"b13464296582","11/01/2025","","11/07/2025","Bundle for jiyan11","Completed","California","Virginia","108.64","4.59","0.00","11.32","0.00","0.00","0.00","97.32","8.74","0.00","0.00","4.07","0.00"
"m47138934680","11/01/2025","","11/06/2025","HEARTS2HEARTS FOCUS 1st mini album Carmen Kpop Nara exclusive photocard pc","Completed","South Carolina","Virginia","30.00","0.74","0.00","3.07","0.00","0.00","0.00","26.93","2.55","0.00","0.00","1.10","0.00"
"b46714379267","11/01/2025","","11/05/2025","Bundle for Punchline","Completed","North Carolina","Virginia","16.50","4.59","0.00","2.10","0.00","0.00","0.00","14.40","1.47","0.00","0.00","0.75","0.00"
"b88424185827","11/02/2025","","11/07/2025","Bundle for MercariLD","Completed","Texas","Virginia","13.00","11.99","0.00","2.49","0.00","0.00","0.00","10.51","2.14","0.00","0.00","0.89","0.00"
"m44938699561","11/02/2025","","11/07/2025","BOYNEXTDOOR jaehyun the action album photocard","Completed","Tennessee","Virginia","12.00","0.74","0.00","1.27","0.00","0.00","0.00","10.73","1.29","0.00","0.00","0.45","0.00"
"b17322955578","11/02/2025","","11/06/2025","Bundle for Michael B","Completed","New York","Virginia","47.50","4.59","0.00","5.20","0.00","0.00","0.00","42.30","4.79","0.00","0.00","1.87","0.00"
"m96824462491","11/04/2025","","11/08/2025","txt taehyun the name chapter: temptation shopee pob pc","Completed","Colorado","Virginia","7.60","0.74","0.00","0.83","0.00","0.00","0.00","6.77","0.65","0.00","0.00","0.30","0.00"
"m77131488426","11/04/2025","","11/10/2025","Boynextdoor The Action Frame ver. Signed Album SEALED","Completed","Oregon","Virginia","50.00","4.59","0.00","5.45","0.00","0.00","0.00","44.55","0.00","0.00","0.00","1.96","0.00"
"m80164166727","11/04/2025","","11/09/2025","Boynextdoor The Action Frame ver. Signed Album SEALED","Completed","Michigan","Virginia","55.00","4.59","0.00","5.95","0.00","0.00","0.00","49.05","3.43","0.00","0.00","2.14","0.00"
"m54667789284","11/04/2025","","11/07/2025","Seventeen Seventeenth Heaven Dino Yizhiyu 3.0 POB PC","Completed","Virginia","Virginia","12.00","0.74","0.00","1.27","0.00","0.00","0.00","10.73","0.75","0.00","0.00","0.45","0.00"
"m36605303379","11/04/2025","","11/07/2025","Boynextdoor The Action Album Play version w/ random postcard, NO PCs","Completed","Tennessee","Virginia","3.00","4.59","0.00","0.75","0.00","0.00","0.00","2.25","0.77","0.00","0.00","0.27","0.00"
"m11106963392","11/04/2025","11/05/2025","","Boynextdoor The Action Pause ver. Signed Album SEALED","Cancelled","Michigan","Virginia","80.00","4.59","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m48452424051","11/04/2025","","11/10/2025","hearts2hearts Carmen The Chase yes24 pob photocard pre-order pc","Completed","California","Virginia","15.00","0.74","0.00","1.57","0.00","0.00","0.00","13.43","1.63","0.00","0.00","0.56","0.00"
"m85478901071","11/05/2025","","11/08/2025","Bundle for the dladybugqueen","Completed","California","Virginia","9.00","4.59","0.00","1.35","0.00","0.00","0.00","7.65","0.83","0.00","0.00","0.48","0.00"
"m61903890482","11/05/2025","11/05/2025","","Boynextdoor The Action Loading ver. Signed Album SEALED","Cancelled","Michigan","Virginia","80.00","4.59","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m31529855888","11/05/2025","","11/11/2025","bundle for caleb and gaby","Completed","Michigan","Virginia","240.00","7.97","0.00","24.79","0.00","0.00","0.00","215.21","14.94","0.00","0.00","8.92","0.00"
"m85602200458","11/06/2025","","11/11/2025","Boynextdoor The Action 3 version Album set NO PCs","Completed","Virginia","Virginia","8.00","6.99","0.00","1.49","0.00","0.00","0.00","6.51","0.45","0.00","0.00","0.53","0.00"
"m65216656579","11/06/2025","","11/10/2025","meovv My eyes open vvide album Orb ver. photocard set","Completed","Texas","Virginia","15.00","1.03","0.00","1.60","0.00","0.00","0.00","13.40","1.37","0.00","0.00","0.57","0.00"
"m76215163244","11/06/2025","12/21/2025","","BABYMONSTER Chiquita MV Behind Photo Package Photocard Set 2pcs","Cancelled","Pennsylvania","Virginia","12.15","0.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m50753956214","11/06/2025","","11/12/2025","HEARTS2HEARTS FOCUS 1st mini album UNOPENED","Completed","California","Virginia","20.00","4.59","0.00","2.45","0.00","0.00","0.00","17.55","1.62","0.00","0.00","0.88","0.00"
"m65188943332","11/07/2025","","11/13/2025","Boynextdoor Lightstick photocard OT6 full set","Completed","Florida","Virginia","15.00","1.32","0.00","1.63","0.00","0.00","0.00","13.37","1.27","0.00","0.00","0.58","0.00"
"b36323149441","11/07/2025","","11/13/2025","Bundle for star","Completed","California","Virginia","59.76","4.79","0.00","6.45","0.00","0.00","0.00","53.31","6.05","0.00","0.00","2.32","0.00"
"b37005278732","11/07/2025","","11/15/2025","Bundle for taliah","Completed","Missouri","Virginia","27.00","4.59","0.00","3.15","0.00","0.00","0.00","23.85","2.85","0.00","0.00","1.13","0.00"
"m67784382744","11/08/2025","","11/15/2025","Netflix Stranger Things YuMe Upside Down Capsule Series 3 Eleven el 11 figure","Completed","Florida","Virginia","18.00","4.59","0.00","2.25","0.00","0.00","0.00","15.75","1.52","0.00","0.00","0.81","0.00"
"m24109700778","11/08/2025","","11/22/2025","Closeyoureyes ma jingxiang eternalt m2u Fansign exclusive photocard pc pob","Completed","North Carolina","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.63","0.00","0.00","0.31","0.00"
"b29633821921","11/08/2025","","11/14/2025","Bundle for m1rielle","Completed","Texas","Virginia","8.55","4.59","0.00","1.31","0.00","0.00","0.00","7.24","1.12","0.00","0.00","0.47","0.00"
"m75173616515","11/09/2025","","11/15/2025","Bundle for taliah","Completed","Missouri","Virginia","64.00","0.00","0.00","6.40","0.00","0.00","0.00","57.60","5.78","0.00","0.00","2.30","0.00"
"b70692196054","11/09/2025","","11/26/2025","Bundle for rea","Completed","Arizona","Virginia","130.00","4.59","0.00","13.45","0.00","0.00","0.00","116.55","12.07","0.00","0.00","4.84","0.00"
"m13320220336","11/09/2025","","11/22/2025","TXT The Star Chapter: Sanctuary Hueningkai photocard Savior ver","Completed","Florida","Virginia","3.00","0.74","0.00","0.37","0.00","0.00","0.00","2.63","0.27","0.00","0.00","0.13","0.00"
"m45842633670","11/09/2025","","11/22/2025","Bundle for miiso_sovp","Completed","New York","Virginia","20.00","1.32","0.00","2.13","0.00","0.00","0.00","17.87","1.96","0.00","0.00","0.76","0.00"
"m81265734875","11/09/2025","","11/20/2025","TWS Dohoon Play Hard album Play Mode version Photocard pc","Completed","Tennessee","Virginia","13.00","0.74","0.00","1.37","0.00","0.00","0.00","11.63","1.39","0.00","0.00","0.49","0.00"
"m48569801839","11/10/2025","","11/16/2025","Meovv Sooin My eyes open wide album Orb ver. photocard pc","Completed","Maryland","Virginia","4.00","0.74","0.00","0.47","0.00","0.00","0.00","3.53","0.26","0.00","0.00","0.17","0.00"
"b59148590868","11/10/2025","","11/15/2025","Bundle for Golden_Wonwoo","Completed","Pennsylvania","Virginia","6.00","4.59","0.00","1.05","0.00","0.00","0.00","4.95","0.88","0.00","0.00","0.38","0.00"
"m21207768229","11/10/2025","","11/19/2025","ITZY Cheshire Soundwave Yeji Ryujin ryeji couple Unit POB","Completed","Illinois","Virginia","23.75","0.74","0.00","2.44","0.00","0.00","0.00","21.31","2.66","0.00","0.00","0.88","0.00"
"m26666869543","11/10/2025","","11/17/2025","HEARTS2HEARTS FOCUS 1st mini album juun album photocard pc","Completed","New York","Virginia","9.00","0.74","0.00","0.97","0.00","0.00","0.00","8.03","0.90","0.00","0.00","0.35","0.00"
"m33397149958","11/11/2025","","11/15/2025","HEARTS2HEARTS FOCUS 1st mini album yuha album photocard pc","Completed","Texas","Virginia","12.00","0.74","0.00","1.27","0.00","0.00","0.00","10.73","1.09","0.00","0.00","0.45","0.00"
"m54988037173","11/12/2025","","11/17/2025","hearts2hearts stella The Chase Music Art musicart fansign photocard pc","Completed","Texas","Virginia","18.00","0.74","0.00","1.87","0.00","0.00","0.00","16.13","1.60","0.00","0.00","0.67","0.00"
"m51326408762","11/12/2025","","11/17/2025","TREASURE yoshinori Pleasure hongdae offline lucky draw ver.A photocard","Completed","Ohio","Virginia","7.20","0.74","0.00","0.79","0.00","0.00","0.00","6.41","0.66","0.00","0.00","0.28","0.00"
"m80431188444","11/12/2025","","11/18/2025","Itzy Cheshire Lia Makestar Lucky Draw Pob Photocard","Completed","Texas","Virginia","12.00","0.73","0.00","1.27","0.00","0.00","0.00","10.73","1.09","0.00","0.00","0.45","0.00"
"b64021584415","11/13/2025","","11/18/2025","Bundle for msnike6","Completed","Washington","Virginia","50.00","4.59","0.00","5.45","0.00","0.00","0.00","44.55","4.98","0.00","0.00","1.96","0.00"
"b17898833803","11/13/2025","","11/20/2025","Bundle for stevenjp","Completed","Massachusetts","Virginia","70.00","5.29","0.00","7.52","0.00","0.00","0.00","62.48","4.54","0.00","0.00","2.71","0.00"
"m17786964817","11/13/2025","","11/18/2025","NMIXX Sullyoon Expergo Nanyi panda exclusive photocard pc","Completed","Washington","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.92","0.00","0.00","0.31","0.00"
"m83502043805","11/13/2025","","11/17/2025","YEONJUN NO LABEL ALBUM Set-Up A version + FULL INCLUSIONS (NO PCS)","Completed","Ohio","Virginia","7.00","4.59","0.00","1.15","0.00","0.00","0.00","5.85","0.87","0.00","0.00","0.41","0.00"
"m55430219722","11/14/2025","","11/22/2025","Cortis James Color outside the lines Scene 3 album photocard","Completed","California","Virginia","12.00","0.74","0.00","1.27","0.00","0.00","0.00","10.73","1.17","0.00","0.00","0.45","0.00"
"m95451826141","11/14/2025","","11/18/2025","YEONJUN NO LABEL ALBUM Set-Up C version + FULL INCLUSIONS (NO PCS)","Completed","Washington","Virginia","5.00","4.59","0.00","0.95","0.00","0.00","0.00","4.05","0.90","0.00","0.00","0.34","0.00"
"m19739529559","11/14/2025","","11/20/2025","YEONJUN NO LABELS ALBUM Set-Up A version + FULL INCLUSIONS (NO PCS)","Completed","Georgia","Virginia","8.00","4.59","0.00","1.25","0.00","0.00","0.00","6.75","0.78","0.00","0.00","0.45","0.00"
"m67811024627","11/14/2025","","11/20/2025","Boynextdoor The Action Album Play version NO PCs","Completed","Texas","Virginia","3.00","4.59","0.00","0.75","0.00","0.00","0.00","2.25","0.65","0.00","0.00","0.27","0.00"
"m46764781383","11/14/2025","","11/20/2025","Yeonjun Good Boy Gone Bad Limited B Photocard","Completed","Delaware","Virginia","4.75","0.74","0.00","0.54","0.00","0.00","0.00","4.21","0.00","0.00","0.00","0.19","0.00"
"m79786898727","11/15/2025","","11/19/2025","Bundle for Hexis","Completed","Georgia","Virginia","12.00","7.97","0.00","1.99","0.00","0.00","0.00","10.01","1.60","0.00","0.00","0.71","0.00"
"m78076731209","11/15/2025","","11/23/2025","Meovv Anna My eyes open vvide album Walmart exclusive photocard pc","Completed","Virginia","Virginia","50.00","0.74","0.00","5.07","0.00","0.00","0.00","44.93","3.11","0.00","0.00","1.82","0.00"
"m19794162251","11/15/2025","","11/25/2025","BOYNEXTDOOR jaehyun the action album photocard","Completed","Michigan","Virginia","10.00","0.74","0.00","1.07","0.00","0.00","0.00","8.93","0.62","0.00","0.00","0.38","0.00"
"m18142260905","11/15/2025","","11/22/2025","Netflix Stranger Things YuMe Upside Down Capsule Series 3 001 Vecna figure","Completed","Michigan","Virginia","13.00","4.59","0.00","1.75","0.00","0.00","0.00","11.25","0.82","0.00","0.00","0.63","0.00"
"m39354763643","11/16/2025","","11/25/2025","TWS Try With Us kyungmin album photocard pc","Completed","Idaho","Virginia","4.00","0.74","0.00","0.47","0.00","0.00","0.00","3.53","0.25","0.00","0.00","0.17","0.00"
"m85782380311","11/16/2025","","11/25/2025","Boynextdoor The Action Jaehyun Target exclusive","Completed","Michigan","Virginia","32.00","0.74","0.00","3.27","0.00","0.00","0.00","28.73","1.99","0.00","0.00","1.17","0.00"
"m31048353521","11/16/2025","","11/27/2025","BABYMONSTER Pharita MV Behind Photo Puzzle Photocard Set 2pcs","Completed","Pennsylvania","Virginia","20.00","0.74","0.00","2.07","0.00","0.00","0.00","17.93","1.50","0.00","0.00","0.74","0.00"
"m70083452214","11/16/2025","","11/22/2025","BOYNEXTDOOR leehan the action album photocard","Completed","Indiana","Virginia","12.00","0.74","0.00","1.27","0.00","0.00","0.00","10.73","0.92","0.00","0.00","0.45","0.00"
"m76104063441","11/16/2025","","11/23/2025","SEVENTEEN Wonwoo Nana tour Bnb photobook photocards and Polariod set","Completed","Iowa","Virginia","15.00","1.32","0.00","1.63","0.00","0.00","0.00","13.37","1.09","0.00","0.00","0.58","0.00"
"m25067323888","11/17/2025","","11/24/2025","hearts2hearts Carmen The Chase album photocard pc","Completed","California","Virginia","4.75","0.74","0.00","0.54","0.00","0.00","0.00","4.21","0.43","0.00","0.00","0.19","0.00"
"m49632488533","11/17/2025","","11/24/2025","Txt Sanctuary Taehyun Barnes & Noble Exclusive pc b&n photocard","Completed","Illinois","Virginia","6.00","0.74","0.00","0.67","0.00","0.00","0.00","5.33","0.63","0.00","0.00","0.24","0.00"
"m96996943469","11/17/2025","","11/21/2025","nmixx bae a midsummer nmixx's dream Soundwave fansign photocard","Completed","Virginia","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.44","0.00","0.00","0.31","0.00"
"m32657740106","11/18/2025","","11/22/2025","SEVENTEEN Dino Nana tour Bnb photobook photocards and Polariod set","Completed","California","Virginia","12.00","1.32","0.00","1.33","0.00","0.00","0.00","10.67","1.17","0.00","0.00","0.47","0.00"
"m26319985966","11/19/2025","","01/03/2026","TXT Yeonjun No Labels Part 01 Set-Up C Photocard","Completed","New York","Virginia","12.00","0.74","0.00","1.27","0.00","0.00","0.00","10.73","1.17","0.00","0.00","0.45","0.00"
"m48263891683","11/19/2025","","11/28/2025","TXT Yeonjun No Labels Walmart Exclusive Photocard pc","Completed","California","Virginia","20.00","0.74","0.00","2.07","0.00","0.00","0.00","17.93","2.02","0.00","0.00","0.74","0.00"
"m77918146372","11/19/2025","","11/26/2025","SEALED KickFlip 1st album Trainee Ver.","Completed","Missouri","Virginia","20.00","4.59","0.00","2.45","0.00","0.00","0.00","17.55","2.00","0.00","0.00","0.88","0.00"
"m20292606931","11/19/2025","","11/26/2025","Itzy ryujin sneakers soundwave lucky draw Polaroid","Completed","California","Virginia","6.00","0.73","0.00","0.67","0.00","0.00","0.00","5.33","0.58","0.00","0.00","0.24","0.00"
"m53776598464","11/19/2025","","01/03/2026","Enhypen Sunghoon Desire:Unleash Make Version Album Photocard pc desire unleash","Completed","Florida","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.54","0.00","0.00","0.31","0.00"
"b18882283439","11/19/2025","","11/25/2025","Bundle for Velicity Moonshadow","Completed","Arizona","Virginia","40.00","5.29","0.00","4.52","0.00","0.00","0.00","35.48","3.37","0.00","0.00","1.63","0.00"
"m11383918066","11/19/2025","","11/29/2025","TWS Try With Us kyungmin album photocard pc","Completed","California","Virginia","3.00","0.74","0.00","0.37","0.00","0.00","0.00","2.63","0.27","0.00","0.00","0.13","0.00"
"m80783897496","11/20/2025","","12/01/2025","SEVENTEEN Jun Nana tour Bnb photobook photocards and Polariod set","Completed","Michigan","Virginia","12.00","1.32","0.00","1.33","0.00","0.00","0.00","10.67","0.75","0.00","0.00","0.47","0.00"
"m10038696927","11/20/2025","","11/28/2025","Cortis Martin Color outside the lines US general market photocard","Completed","California","Virginia","9.00","0.74","0.00","0.97","0.00","0.00","0.00","8.03","0.92","0.00","0.00","0.35","0.00"
"m20505843045","11/20/2025","","11/25/2025","Seventeen LA Bongbongee Plush","Completed","North Carolina","Virginia","60.00","4.59","0.00","6.45","0.00","0.00","0.00","53.55","4.85","0.00","0.00","2.32","0.00"
"m91274436443","11/20/2025","","11/28/2025","Txt Sanctuary Taehyun Barnes & Noble Exclusive pc b&n photocard","Completed","Delaware","Virginia","6.00","0.74","0.00","0.67","0.00","0.00","0.00","5.33","0.00","0.00","0.00","0.24","0.00"
"m23929209963","11/21/2025","","11/29/2025","Bundle for dancing alone","Completed","South Carolina","Virginia","30.00","0.74","0.00","3.07","0.00","0.00","0.00","26.93","2.23","0.00","0.00","1.10","0.00"
